dataset_number,physics_short,e-tag,crossSection_pb,genFiltEff,kFactor,nEvents,sumOfWeights,sumOfWeightsSquared,process,generator,keywords,description,job_path
346192,PowhegPy8EG_NNPDF30_AZNLOCTEQ6L1_VBFH125_tautaulp15hm20,e7259,3.7473,0.17648,1.0,86000.0,322181.26274752617,1220957.8397022765,VBF H -> tautau -> l+h-,Powheg+Pythia8(v.230)+EvtGen,"['2tau', 'Higgs', 'SM', 'SMHiggs', 'VBF', 'mH125']","POWHEG+PYTHIA8+EVTGEN, VBF H->tautau",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346192.PowhegPy8EG_NNPDF30_AZNLOCTEQ6L1_VBFH125_tautaulp15hm20.py
346193,PowhegPy8EG_NNPDF30_AZNLOCTEQ6L1_VBFH125_tautauh30h20,e7259,0.0989,0.47285,1.0,120000.0,449224.4610078335,1700934.1102895308,VBF H->tautau->hh,Powheg+Pythia8(v.230)+EvtGen,"['2tau', 'Higgs', 'SM', 'SMHiggs', 'VBF', 'mH125']","POWHEG+PYTHIA8+EVTGEN, VBF H->tautau",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346193.PowhegPy8EG_NNPDF30_AZNLOCTEQ6L1_VBFH125_tautauh30h20.py
346194,PowhegPy8EG_NNPDF30_AZNLOCTEQ6L1_VBFH125_etau_filt,e7259,3.7475,0.67223,1.0,280000.0,1048567.216262579,3974049.0265648277,VBF H->etau,Powheg+Pythia8(v.230)+EvtGen,"['Higgs', 'SM', 'SMHiggs', 'VBF', 'mH125']","POWHEG+PYTHIA8+EVTGEN, VBF H->etau",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346194.PowhegPy8EG_NNPDF30_AZNLOCTEQ6L1_VBFH125_etau_filt.py
346195,PowhegPy8EG_NNPDF30_AZNLOCTEQ6L1_VBFH125_mutau_filt,e7259,3.7476,0.6719,1.0,240000.0,898804.5466096401,3403200.563440246,VBF H->mutau,Powheg+Pythia8(v.230)+EvtGen,"['Higgs', 'SM', 'SMHiggs', 'VBF', 'mH125']","POWHEG+PYTHIA8+EVTGEN, VBF H->mutau",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346195.PowhegPy8EG_NNPDF30_AZNLOCTEQ6L1_VBFH125_mutau_filt.py
346198,PhPy8EG_A14NNPDF23_NNPDF30ME_ttH125_Zgam,e7520,0.52492,0.001533,1.0,90000.0,47241.73901081085,25506.766865542795,ttH semilep H->Zy,Powheg+Pythia8(v.240)+EvtGen(v.1.6.0),"['Higgs', 'SM', 'top']",POWHEG+Pythia8.230 ttH (semilep) H->Zy production with A14 NNPDF2.3 tune',https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346198.PhPy8EG_A14NNPDF23_NNPDF30ME_ttH125_Zgam.py
346214,PowhegPy8EG_NNPDF30_AZNLOCTEQ6L1_VBFH125_gamgam,e6970,0.00858514,1.0,1.0,80000.0,299915.6851153374,1142827.2423424923,VBF H->gamma gamma,Powheg+Pythia8+EvtGen,"['Higgs', 'SMHiggs', 'diphoton']",125 GeV,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346214.PowhegPy8EG_NNPDF30_AZNLOCTEQ6L1_VBFH125_gamgam.py
346228,PowhegPy8EG_NNPDF30_AZNLOCTEQ6L1_VBFH125_ZZ4lep_notau,e7249,3.7474,1.551e-08,1.0,296000.0,1109796.4665894508,4270386.530721589,H->ZZ->4lep,Powheg+Pythia8(v.230)+EvtGen(v.1.6.0),"['Higgs', 'SM', 'SMHiggs', 'mH125']",125 GeV,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346228.PowhegPy8EG_NNPDF30_AZNLOCTEQ6L1_VBFH125_ZZ4lep_notau.py
346310,PowhegPythia8EvtGen_NNPDF30_AZNLO_ZH125J_Zincl_H_incl_MINLO,e7151,0.76102,1.0,1.0,79000.0,60171.43924474716,47572.53529690865,ZH Z->all H-> all,Powheg+Pythia8(v.230)+EvtGen(v.1.6.0),"['Higgs', 'SM', 'SMHiggs', 'mH125']",125 GeV,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346310.PowhegPythia8EvtGen_NNPDF30_AZNLO_ZH125J_Zincl_H_incl_MINLO.py
346311,PowhegPythia8EvtGen_NNPDF30_AZNLO_WpH125J_Wincl_H_incl_MINLO,e7151,0.86164,1.0,1.0,50000.0,43086.89650821686,38446.85619453625,WpH W+->all H-> all,Powheg+Pythia8(v.230)+EvtGen(v.1.6.0),"['Higgs', 'SM', 'SMHiggs', 'mH125']",125 GeV,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346311.PowhegPythia8EvtGen_NNPDF30_AZNLO_WpH125J_Wincl_H_incl_MINLO.py
346312,PowhegPythia8EvtGen_NNPDF30_AZNLO_WmH125J_Wincl_H_incl_MINLO,e7151,0.53979,1.0,1.0,40000.0,21591.041046380997,12054.779325026222,WmH W- ->all H-> all,Powheg+Pythia8(v.230)+EvtGen(v.1.6.0),"['Higgs', 'SM', 'SMHiggs', 'mH125']",125 GeV,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346312.PowhegPythia8EvtGen_NNPDF30_AZNLO_WmH125J_Wincl_H_incl_MINLO.py
346317,PowhegPy8EG_NNPDF30_AZNLOCTEQ6L1_VBFH125_incl,e7151,3.7472,1.0,1.0,300000.0,1124980.3125,4337663.86707919,VBFH H-> all,Powheg+Pythia8(v.230)+EvtGen(v.1.6.0),"['Higgs', 'SM', 'SMHiggs', 'mH125']",125 GeV,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346317.PowhegPy8EG_NNPDF30_AZNLOCTEQ6L1_VBFH125_incl.py
346340,PowhegPy8EG_A14NNPDF23_NNPDF30ME_ttH125_ZZ4l_allhad,e7079,0.23845,0.000124,1.0,30000.0,7161.7760181427,1757.884018616096,ttH allhad H->ZZ->llll,Powheg+Pythia8(v.230)+EvtGen(v.1.6.0),"['Higgs', 'SM', 'SMHiggs', 'ZZ', 'mH125']",POWHEG+Pythia8 ttH (allhad) production with A14 NNPDF2.3 tune',https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346340.PowhegPy8EG_A14NNPDF23_NNPDF30ME_ttH125_ZZ4l_allhad.py
346341,PowhegPy8EG_A14NNPDF23_NNPDF30ME_ttH125_ZZ4l_semilep,e7079,0.52464,5.441e-05,1.0,30000.0,15755.764117240906,8502.255621848148,ttH semilep H->ZZ->llll,Powheg+Pythia8(v.230)+EvtGen(v.1.6.0),"['Higgs', 'SM', 'SMHiggs', 'ZZ', 'mH125']",POWHEG+Pythia8 ttH (semilep) production with A14 NNPDF2.3 tune',https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346341.PowhegPy8EG_A14NNPDF23_NNPDF30ME_ttH125_ZZ4l_semilep.py
346342,PowhegPy8EG_A14NNPDF23_NNPDF30ME_ttH125_ZZ4l_dilep,e7079,0.054674,0.000124,1.0,30000.0,1641.5232773423195,92.3138171309067,ttH dilep H->ZZ->llll,Powheg+Pythia8(v.230)+EvtGen(v.1.6.0),"['Higgs', 'SM', 'SMHiggs', 'ZZ', 'mH125']",POWHEG+Pythia8 ttH (dilep) production with A14 NNPDF2.3 tune',https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346342.PowhegPy8EG_A14NNPDF23_NNPDF30ME_ttH125_ZZ4l_dilep.py
346343,PhPy8EG_A14NNPDF23_NNPDF30ME_ttH125_allhad,e7148,0.23844,1.0,1.0,120000.0,28639.357948303223,7031.536074464384,ttH allhad H->all,Powheg+Pythia8(v.230)+EvtGen(v.1.6.0),"['Higgs', 'SM', 'top']",POWHEG+Pythia8.230 ttH (allhad) production with A14 NNPDF2.3 tune',https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346343.PhPy8EG_A14NNPDF23_NNPDF30ME_ttH125_allhad.py
346344,PhPy8EG_A14NNPDF23_NNPDF30ME_ttH125_semilep,e7148,0.52458,0.4384181,1.0,90000.0,47243.86845588684,25506.766865542802,ttH semilep H->all,Powheg+Pythia8(v.230)+EvtGen(v.1.6.0),"['Higgs', 'SM', 'top']",POWHEG+Pythia8.230 ttH (semilep) production with A14 NNPDF2.3 tune',https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346344.PhPy8EG_A14NNPDF23_NNPDF30ME_ttH125_semilep.py
346345,PhPy8EG_A14NNPDF23_NNPDF30ME_ttH125_dilep,e7148,0.054667,1.0,1.0,180000.0,9851.136651009321,553.8829027854249,ttH dilep H->all,Powheg+Pythia8(v.230)+EvtGen(v.1.6.0),"['Higgs', 'SM', 'top']",POWHEG+Pythia8.230 ttH (dilep) production with A14 NNPDF2.3 tune',https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346345.PhPy8EG_A14NNPDF23_NNPDF30ME_ttH125_dilep.py
346398,PowhegHerwig7EvtGen_NNPDF3_AZNLO_ZH125J_MINLO_vvbb_VpT,e7455,0.15021,1.0,1.0,80000.0,11968.37247857079,3291.7313369806416,"qq->ZH, H->bb, Z->vv",Powheg+Herwig7(v.7.1.3)+EvtGen(v.1.6.0),"['Higgs', 'SM', 'SMHiggs', 'WHiggs', 'mH125']",POWHEG+MiNLO+Herwig7 H+Z-jet->vvbbbar production,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346398.PowhegHerwig7EvtGen_NNPDF3_AZNLO_ZH125J_MINLO_vvbb_VpT.py
346400,PowhegHerwig7EvtGen_NNPDF3_AZNLO_ggZH125J_vvbb,e7455,0.011379,1.0,1.0,100000.0,1137.7090979367495,12.943838768339425,"gg->ZH, H->bb, Z->vv",Powheg+Herwig7(v.7.1.3)+EvtGen(v.1.6.0),"['Higgs', 'SM', 'SMHiggs', 'WHiggs', 'mH125']",POWHEG+Herwig7 H+Z-jet->vvbbar production,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346400.PowhegHerwig7EvtGen_NNPDF3_AZNLO_ggZH125J_vvbb.py
346414,aMcAtNloPythia8EvtGen_tHjb125_4fl_ZZ4l,e7273,0.060642,0.0002745,1.0,30000.0,1838.5635236799717,1472.7626172504058,tHjb H->ZZ->4l,aMcAtNlo+Pythia8.230+EvtGen,"['Higgs', 'SMHiggs', 'tHiggs']",aMcAtNlo tHjb 4F with H4l decay,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346414.aMcAtNloPythia8EvtGen_tHjb125_4fl_ZZ4l.py
346446,PhH7EG_H7UE_NNLOPS_nnlo_30_ggH125_ZZ4l_noTau,e7320,28.306,1.0,1.0,966000.0,27343651.89855194,783846344.3596996,H->ZZ->eeee/eemumu/mumumumu GGF production,Powheg+Herwig7(v.7.1.3p1)+EvtGen(v.1.6.0),"['1jet', 'Higgs']",Powheg+Herwig7 H+jet production with NNLOPS and with H7UE tune',https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346446.PhH7EG_H7UE_NNLOPS_nnlo_30_ggH125_ZZ4l_noTau.py
346447,PhH7EG_H7UE_NNPDF30_VBFH125_ZZ4lep_noTau,e7320,3.7483,1.0,1.0,300000.0,1124475.1054394245,4264434.950285231,VBF H->ZZ->4l (no tau),Powheg+Herwig7(v.7.1.3p1)+EvtGen(v.1.6.0),"['Higgs', 'SMHiggs', 'ZZ']",125 GeV CPS',https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346447.PhH7EG_H7UE_NNPDF30_VBFH125_ZZ4lep_noTau.py
346448,PhH7EG_H7UE_NNPDF30_ZH125J_Zincl_MINLO,e7320,0.7609,1.0,1.0,100000.0,76110.57331085205,60218.380608603584,"qq->ZH, H->4l, Z->all",Powheg+Herwig7(v.7.1.3p1)+EvtGen(v.1.6.0),"['Higgs', 'SM', 'SMHiggs', 'ZHiggs', 'mH125']","Powheg+Herwig7 H+Z+jet production: Z->all, H->ZZ->4l'",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346448.PhH7EG_H7UE_NNPDF30_ZH125J_Zincl_MINLO.py
346449,PhH7EG_H7UE_NNPDF30_WpH125J_Wincl_MINLO,e7320,0.86217,1.0,1.0,80000.0,68955.20200967789,61515.02845003906,"qq->WpH, H->4l, W->all",Powheg+Herwig7(v.7.1.3p1)+EvtGen(v.1.6.0),"['Higgs', 'SM', 'SMHiggs', 'mH125']",Powheg+Herwig7 H+Wp+jet->4l+all production',https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346449.PhH7EG_H7UE_NNPDF30_WpH125J_Wincl_MINLO.py
346450,PhH7EG_H7UE_NNPDF30_WmH125J_Wincl_MINLO,e7320,0.54004,1.0,1.0,40000.0,21630.555236935616,12054.766236533978,"qq->WmH, H->4l, W->all",Powheg+Herwig7(v.7.1.3p1)+EvtGen(v.1.6.0),"['Higgs', 'SM', 'SMHiggs', 'mH125']",Powheg+Herwig7 H+Wm+jet->4l+all production',https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346450.PhH7EG_H7UE_NNPDF30_WmH125J_Wincl_MINLO.py
346451,PhH7EG_H7UE_NNPDF3_ggZH125_ZZ4lepZinc,e7320,0.057435,1.0,1.0,40000.0,2297.399938106537,131.95116189030716,"gg->ZH, H->ZZ4lep, Z->inc",Powheg+Herwig7(v.7.1.3p1)+EvtGen(v.1.6.0),"['Higgs', 'SMHiggs', 'ZHiggs', 'ZZ', 'mH125']",125 GeV CPS,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346451.PhH7EG_H7UE_NNPDF3_ggZH125_ZZ4lepZinc.py
346452,PhH7EG_H7UE_NNPDF30ME_ttH125_ZZ4l_allhad_noTau,e7320,0.23863,1.0,1.0,30000.0,7174.351987421513,1757.8783915910374,ttH allhad H->ZZ->llll,Powheg+Herwig7(v.7.1.3p1)+EvtGen(v.1.6.0),"['Higgs', 'SM', 'SMHiggs', 'ZZ', 'mH125']",POWHEG+Herwig7 ttH production with H7UE tune',https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346452.PhH7EG_H7UE_NNPDF30ME_ttH125_ZZ4l_allhad_noTau.py
346453,PhH7EG_H7UE_NNPDF30ME_ttH125_ZZ4l_semilep_noTau,e7320,0.52513,0.4389,1.0,30000.0,15761.078906655312,8502.246102490417,ttH semilep H->ZZ->llll,Powheg+Herwig7(v.7.1.3p1)+EvtGen(v.1.6.0),"['Higgs', 'SM', 'SMHiggs', 'ZZ', 'mH125']",POWHEG+Herwig7 ttH production with H7UE tune',https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346453.PhH7EG_H7UE_NNPDF30ME_ttH125_ZZ4l_semilep_noTau.py
346454,PhH7EG_H7UE_NNPDF30ME_ttH125_ZZ4l_dilep_noTau,e7320,0.05473,1.0,1.0,30000.0,1642.5229841843247,92.3139535191453,ttH dilep H->ZZ->llll,Powheg+Herwig7(v.7.1.3p1)+EvtGen(v.1.6.0),"['Higgs', 'SM', 'SMHiggs', 'ZZ', 'mH125']",POWHEG+Herwig7 ttH production with H7UE tune',https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346454.PhH7EG_H7UE_NNPDF30ME_ttH125_ZZ4l_dilep_noTau.py
346486,aMcAtNloPythia8EvtGen_tWH125_yy,e7425,0.016718,1.0,1.0,30000.0,502.04050957039,56.36571144106817,tWH H->gamma gamma,aMcAtNlo+Pythia8(v.235)+EvtGen(v.1.6.0),"['higgs', 'thiggs']",aMcAtNlo tHW,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346486.aMcAtNloPythia8EvtGen_tWH125_yy.py
346511,aMcAtNloPythia8EvtGen_tWH125_ZZ4l,e7427,0.016717,0.0002745,1.0,30000.0,494.532629288733,56.45441954501523,tWH H->ZZ->4l,aMcAtNlo+Pythia8(v.235)+EvtGen(v.1.6.0),"['Higgs', 'SMHiggs', 'tHiggs']",aMcAtNlo tWH H4l decay,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346511.aMcAtNloPythia8EvtGen_tWH125_ZZ4l.py
346524,PowhegPythia8EvtGen_NNPDF3_AZNLO_ggZH125J_MINLO_ZinclWWlvlv,e7523,0.05744,0.02338,1.0,40000.0,2297.4008321762085,131.9512645920906,"gg->ZH, H->WW, Z->inclusive",Powheg+Pythia8(v.235)+EvtGen(v.1.6.0),"['Higgs', 'SM', 'SMHiggs', 'ZHiggs', 'mH125']",POWHEG+MiNLO+Pythia8 gg->ZH->Zinclvlv production,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346524.PowhegPythia8EvtGen_NNPDF3_AZNLO_ggZH125J_MINLO_ZinclWWlvlv.py
346525,PowhegPythia8EvtGen_A14NNPDF23_NNPDF30ME_ttH125_gamgam,e7488,0.00115112,1.0,1.0,120000.0,62958.108394145966,34009.02248739212,ttH H->gamma gamma,Powheg+Pythia8(v.235)+EvtGen(v.1.6.0),"['Higgs', 'SM', 'top']","POWHEG+Pythia8 ttH production with A14 NNPDF2.3 tune, H->yy'",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346525.PowhegPythia8EvtGen_A14NNPDF23_NNPDF30ME_ttH125_gamgam.py
346526,PowhegHerwig7EvtGen_H7UE_NNPDF30ME_ttH125_gamgam,e7488,0.52492,1.0,1.0,130000.0,68248.67647886276,36843.066444129545,"ttH,  H->gamma gamma",Powheg+Herwig7+EvtGen(v.1.6.0),"['Higgs', 'SM', 'SMHiggs', 'mH125']",POWHEG+Herwig7 ttH production with H7UE tune',https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346526.PowhegHerwig7EvtGen_H7UE_NNPDF30ME_ttH125_gamgam.py
346588,PowhegPythia8EvtGen_NNLOPS_nnlo_30_ggH125_ZZ4nu_MET75,e7628,28.301,0.17899,1.0,190000.0,5406591.767501831,154173006.76656854,GGF H->ZZ->4nu,Powheg+Pythia8(v.230)+EvtGen(v.1.6.0),"['Higgs', 'SMHiggs', 'ZZ']",125 GeV,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346588.PowhegPythia8EvtGen_NNLOPS_nnlo_30_ggH125_ZZ4nu_MET75.py
346601,aMcAtNloHerwig7EvtGen_MEN30NLO_ttH125_gamgam,e7612,0.46025,1.0,1.0,90000.0,41385.409002780914,71856.05430917437,ttH H->gamma gamma,aMcAtNlo+Herwig7(v.7.1.3)+EvtGen(v.1.6.0),"['ttHiggs', 'ttbar', 'Higgs']","MG5_aMC@NLO+Herwig7+EvtGen ttbarH_inc OTF, H7p1 default tune, ME NNPDF 3.0 NLO",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346601.aMcAtNloHerwig7EvtGen_MEN30NLO_ttH125_gamgam.py
346602,aMcAtNloHerwig7EvtGen_MEN30NLO_tHjb125_gamgam,e7612,0.062361,1.0,1.0,40000.0,2490.2733115255833,1102.7195065029978,tHjb H->gamma gamma,aMcAtNlo+Herwig7(v.7.1.3)+EvtGen(v.1.6.0),"['Higgs', 'tHiggs']",aMcAtNlo tHjb,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346602.aMcAtNloHerwig7EvtGen_MEN30NLO_tHjb125_gamgam.py
346605,PowhegPythia8EvtGen_NNPDF30_AZNLO_WpH125J_WinclHinv_MET75,e7641,0.86185,0.41671,1.0,99000.0,85719.5636857748,76124.77526515702,"qq->WpH, H->inv, W->all",Powheg+Pythia8(v.230)+EvtGen(v.1.6.0),"['Higgs', 'SM', 'SMHiggs', 'mH125']",POWHEG+MiNLO+Pythia8 H+Wp+jet->inv+all production,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346605.PowhegPythia8EvtGen_NNPDF30_AZNLO_WpH125J_WinclHinv_MET75.py
346606,PowhegPythia8EvtGen_NNPDF30_AZNLO_WmH125J_WinclHinv_MET75,e7641,0.54004,0.39926,1.0,100000.0,54219.69895720482,30136.948312565488,"qq->WmH, H->inv, W->all",Powheg+Pythia8(v.230)+EvtGen(v.1.6.0),"['Higgs', 'SM', 'SMHiggs', 'mH125']",POWHEG+MiNLO+Pythia8 H+Wm+jet->inv+all production,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346606.PowhegPythia8EvtGen_NNPDF30_AZNLO_WmH125J_WinclHinv_MET75.py
346607,PowhegPythia8EvtGen_NNPDF30_AZNLO_ZH125J_ZinclHinv_MET75,e7641,0.76062,0.41115,1.0,140000.0,106994.03791832924,84305.75875403183,"qq->ZH, H->inv, Z->all",Powheg+Pythia8(v.230)+EvtGen(v.1.6.0),"['Higgs', 'SM', 'SMHiggs', 'mH125']",POWHEG+MiNLO+Pythia8 H+Z+jet->inv+all production,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346607.PowhegPythia8EvtGen_NNPDF30_AZNLO_ZH125J_ZinclHinv_MET75.py
346632,PowhegPy8EG_A14NNPDF23_NNPDF30ME_ttH125_ZZ4nu_semilep,e7667,0.507,0.31919,1.0,160000.0,83779.82234716415,45345.363316540075,ttH allhad H->inv,Powheg+Pythia8(v.230)+EvtGen(v.1.6.0),"['Higgs', 'SM', 'SMHiggs', 'mH125']",POWHEG+Pythia8 ttH (l+jets) production with A14 NNPDF2.3 tune',https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346632.PowhegPy8EG_A14NNPDF23_NNPDF30ME_ttH125_ZZ4nu_semilep.py
346633,PowhegPy8EG_A14NNPDF23_NNPDF30ME_ttH125_ZZ4nu_allhad,e7629,0.23129,0.66513,1.0,120000.0,28562.380838394165,7031.536074464384,ttH allhad H->inv,Powheg+Pythia8(v.230)+EvtGen(v.1.6.0),"['Higgs', 'SM', 'SMHiggs', 'ZZ', 'mH125']",POWHEG+Pythia8 ttH (allhad) production with A14 NNPDF2.3 tune',https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346633.PowhegPy8EG_A14NNPDF23_NNPDF30ME_ttH125_ZZ4nu_allhad.py
346634,PowhegPy8EG_A14NNPDF23_NNPDF30ME_ttH125_ZZ4nu_dilep,e7629,0.053438,1.0,1.0,40000.0,2186.5897724479437,123.08508950787711,ttH allhad H->inv,Powheg+Pythia8(v.230)+EvtGen(v.1.6.0),"['Higgs', 'SM', 'SMHiggs', 'ZZ', 'mH125']",POWHEG+Pythia8 ttH (dil) production with A14 NNPDF2.3 tune',https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346634.PowhegPy8EG_A14NNPDF23_NNPDF30ME_ttH125_ZZ4nu_dilep.py
346645,PowhegPythia8EvtGen_NNPDF30_AZNLO_ZH125J_Zincl_MINLO_shw,e7735,0.76105,0.0002745,1.0,140000.0,106539.29890108109,84305.75875403183,"qq->ZH, H->4l, Z->all",Powheg+Pythia8(v.230)+EvtGen(v.1.6.0),"['Higgs', 'SM', 'SMHiggs', 'ZHiggs', 'mH125']","POWHEG+MiNLO+Pythia8 H+Z+jet production: Z->all, H->ZZ->4l with shower weights",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346645.PowhegPythia8EvtGen_NNPDF30_AZNLO_ZH125J_Zincl_MINLO_shw.py
346646,PowhegPythia8EvtGen_NNPDF30_AZNLO_WpH125J_Wincl_MINLO_shw,e7735,0.86184,0.0002745,1.0,80000.0,68913.07845139503,61514.96991125836,"qq->WpH, H->4l, W->all",Powheg+Pythia8(v.230)+EvtGen(v.1.6.0),"['Higgs', 'SM', 'SMHiggs', 'mH125']",POWHEG+MiNLO+Pythia8 H+Wp+jet->4l+all production with shower weights,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346646.PowhegPythia8EvtGen_NNPDF30_AZNLO_WpH125J_Wincl_MINLO_shw.py
346647,PowhegPythia8EvtGen_NNPDF30_AZNLO_WmH125J_Wincl_MINLO_shw,e7735,0.54001,0.0002745,1.0,40000.0,21603.118414878845,12054.779325026222,"qq->WmH, H->4l, W->all",Powheg+Pythia8(v.230)+EvtGen(v.1.6.0),"['Higgs', 'SM', 'SMHiggs', 'mH125']",POWHEG+MiNLO+Pythia8 H+Wm+jet->4l+all production with shower weights,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346647.PowhegPythia8EvtGen_NNPDF30_AZNLO_WmH125J_Wincl_MINLO_shw.py
346726,PowhegHerwig7EvtGen_NNPDF3_AZNLO_ZH125J_MINLO_vvcc_VpT,e8021,0.15029,1.0,1.0,180000.0,27067.58813271299,7451.589993087186,"qq->ZH, H->bb, Z->vv",Powheg+Herwig7(v.7.1.3p1)+EvtGen(v.1.6.0),"['Higgs', 'SM', 'SMHiggs', 'WHiggs', 'mH125']",POWHEG+MiNLO+Herwig7 H+Z-jet->vvccbbar production,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346726.PowhegHerwig7EvtGen_NNPDF3_AZNLO_ZH125J_MINLO_vvcc_VpT.py
