dataset_number,physics_short,e-tag,crossSection_pb,genFiltEff,kFactor,nEvents,sumOfWeights,sumOfWeightsSquared,process,generator,keywords,description,job_path
700352,Sh_2211_pTZ100_Zqqgamma,e8312,4.5571,1.0,1.0,360000.0,25153637578.903713,6467480545928472.0,Z->qq + photon,Sherpa(v.2.2.11p3),"['NLO', 'SM', 'Z', 'photon', 'quark']","Sherpa Z(qq)+gamma + 0,1j@NLO + 2,3j@LO with pT_y>15 GeV",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700352/mc.Sh_2211_pTZ100_Zqqgamma.py
700353,Sh_2211_pTZ100_Zbbgamma,e8312,1.28,1.0,1.0,160000.0,3160857385.9518414,283830845332252.1,Z->bb + photon,Sherpa(v.2.2.11p3),"['NLO', 'SM', 'Z', 'photon', 'quark']","Sherpa Z(bb)+gamma + 0,1j@NLO + 2,3j@LO with pT_y>15 GeV",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700353/mc.Sh_2211_pTZ100_Zbbgamma.py
700358,Sh_2211_Zee2jets_Min_N_TChannel,e8357,0.77937,1.0,1.0,180000.0,470654147.23535156,1246448740509.49,Z->ee,Sherpa(v.2.2.11p4),"['2electron', 'SM', 'VBF', 'Z', 'jets']","Electroweak Sherpa Z/gamma* -> e e + 2,3j@LO using Min_N_TChannels option.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700358/mc.Sh_2211_Zee2jets_Min_N_TChannel.py
700359,Sh_2211_Zmm2jets_Min_N_TChannel,e8357,0.77941,1.0,1.0,150000.0,392274559.66381836,1038285546201.1718,Z->mumu,Sherpa(v.2.2.11p4),"['2muon', 'SM', 'VBF', 'Z', 'jets']","Electroweak Sherpa Z/gamma* -> mu mu + 2,3j@LO using Min_N_TChannels option.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700359/mc.Sh_2211_Zmm2jets_Min_N_TChannel.py
700360,Sh_2211_Ztt2jets_Min_N_TChannel,e8357,0.77911,1.0,1.0,150000.0,389735189.8310547,1028102619053.5403,Z->tautau,Sherpa(v.2.2.11p4),"['2tau', 'SM', 'VBF', 'Z', 'jets']","Electroweak Sherpa Z/gamma* -> tau tau + 2,3j@LO using Min_N_TChannels option.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700360/mc.Sh_2211_Ztt2jets_Min_N_TChannel.py
700361,Sh_2211_Znunu2jets_Min_N_TChannel,e8357,3.6571,1.0,1.0,300000.0,2838762311.8476562,27181360729985.734,Z->nunu,Sherpa(v.2.2.11p4),"['SM', 'VBF', 'Z', 'jets', 'neutrino']","Electroweak Sherpa Z/gamma* -> nu nu + 2,3j@LO using Min_N_TChannels option.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700361/mc.Sh_2211_Znunu2jets_Min_N_TChannel.py
700362,Sh_2211_Wenu2jets_Min_N_TChannel,e8357,8.5022,1.0,1.0,800000.0,14090262478.658203,250698286544047.84,W->enu,Sherpa(v.2.2.11p4),"['SM', 'VBF', 'W', 'electron', 'jets']","Electroweak Sherpa W+/W- -> e nu + 2,3j@LO using Min_N_TChannels option.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700362/mc.Sh_2211_Wenu2jets_Min_N_TChannel.py
700363,Sh_2211_Wmunu2jets_Min_N_TChannel,e8357,8.5027,1.0,1.0,901000.0,15872383941.341797,282252367861540.8,W->munu,Sherpa(v.2.2.11p4),"['SM', 'VBF', 'W', 'jets', 'muon']","Electroweak Sherpa W+/W- -> mu nu + 2,3j@LO using Min_N_TChannels option.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700363/mc.Sh_2211_Wmunu2jets_Min_N_TChannel.py
700364,Sh_2211_Wtaunu2jets_Min_N_TChannel,e8357,8.5013,1.0,1.0,699000.0,12846462501.628906,238543975673843.88,W->taunu,Sherpa(v.2.2.11p4),"['SM', 'VBF', 'W', 'jets', 'tau']","Electroweak Sherpa W+/W- -> tau nu + 2,3j@LO using Min_N_TChannels option.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700364/mc.Sh_2211_Wtaunu2jets_Min_N_TChannel.py
700398,Sh_2211_mumugamma,e8338,103.22,1.0,1.0,7500000.0,19465209233007.01,3.993403129814537e+20,mumu + photon,Sherpa(v.2.2.11p3),"['NLO', 'SM', 'muon', 'neutrino', 'photon']","Sherpa mumugamma + 0,1j@NLO + 2,3,4j@LO with 7<pT_y",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700398/mc.Sh_2211_mumugamma.py
700399,Sh_2211_eegamma,e8338,103.18,1.0,1.0,7490000.0,19110482053300.97,3.8911724263411535e+20,ee + photon,Sherpa(v.2.2.11p3),"['NLO', 'SM', 'electron', 'neutrino', 'photon']","Sherpa mumugamma + 0,1j@NLO + 2,3,4j@LO with 7<pT_y",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700399/mc.Sh_2211_eegamma.py
700400,Sh_2211_tautaugamma,e8338,103.33,1.0,1.0,7500000.0,17924612978541.055,3.43391245280064e+20,tautau + photon,Sherpa(v.2.2.11p3),"['NLO', 'SM', 'neutrino', 'photon', 'tau']","Sherpa tautaugamma + 0,1j@NLO + 2,3,4j@LO with 7<pT_y",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700400/mc.Sh_2211_tautaugamma.py
700401,Sh_2211_nunugamma,e8338,56.438,1.0,1.0,4102000.0,6433372013432.012,1.672441961456078e+20,nunu + photon,Sherpa(v.2.2.11p3),"['NLO', 'SM', 'neutrino', 'photon']","Sherpa mumugamma + 0,1j@NLO + 2,3,4j@LO with 7<pT_y",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700401/mc.Sh_2211_nunugamma.py
700402,Sh_2211_munugamma,e8338,364.84,1.0,1.0,26460000.0,295978821566210.25,2.946121698388421e+22,munu + photon,Sherpa(v.2.2.11p3),"['NLO', 'SM', 'muon', 'neutrino', 'photon']","Sherpa munugamma + 0,1j@NLO + 2,3,4j@LO with 7<pT_y",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700402/mc.Sh_2211_munugamma.py
700403,Sh_2211_enugamma,e8338,364.83,1.0,1.0,26554000.0,289593925661273.7,2.810302728948222e+22,enu + photon,Sherpa(v.2.2.11p3),"['NLO', 'SM', 'electron', 'neutrino', 'photon']","Sherpa enugamma + 0,1j@NLO + 2,3,4j@LO with 7<pT_y",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700403/mc.Sh_2211_enugamma.py
700404,Sh_2211_taunugamma,e8338,364.84,1.0,1.0,26520000.0,261290513728538.28,2.2848915638114914e+22,taunu + photon,Sherpa(v.2.2.11p3),"['NLO', 'SM', 'neutrino', 'photon', 'tau']","Sherpa taunugamma + 0,1j@NLO + 2,3,4j@LO with 7<pT_y",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700404/mc.Sh_2211_taunugamma.py
700442,Sh_2211_gamma2jets_pTy140_Min_N_TChannel,e8357,1.388,1.0,1.0,100000.0,2068857254.7285156,43401692503844.08,photon+jets,Sherpa(v.2.2.11p4),"['SM', 'VBF', 'jets', 'photon']","Electroweak Sherpa gamma + 2,3j@LO with pT(gamma)>140 GeV using Min_N_TChannels option.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700442/mc.Sh_2211_gamma2jets_pTy140_Min_N_TChannel.py
700467,Sh_2211_Zee_maxHTpTV2_m10_40_pT5_BFilter,e8379,7896.7,0.001938,1.0,620000.0,1461860384753.6357,5.858886049746167e+19,Z->ee,Sherpa,"['NLO', 'SM', 'Z', 'electron', 'jets']","Sherpa Z/gamma* -> ee + 0,1,2j@NLO + 3,4,5j@LO & 10<mZ<40 GeV with b-jet filter taking input from existing unfiltered input file.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700467/mc.Sh_2211_Zee_maxHTpTV2_m10_40_pT5_BFilter.py
700468,Sh_2211_Zee_maxHTpTV2_m10_40_pT5_CFilterBVeto,e8379,7896.3,0.03803775,1.0,3672000.0,35742916847093.03,1.7487172919921132e+21,Z->ee,Sherpa,"['NLO', 'SM', 'Z', 'electron', 'jets']","Sherpa Z/gamma* -> ee + 0,1,2j@NLO + 3,4,5j@LO & 10<mZ<40 GeV with c-jet filter taking input from existing unfiltered input file.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700468/mc.Sh_2211_Zee_maxHTpTV2_m10_40_pT5_CFilterBVeto.py
700469,Sh_2211_Zee_maxHTpTV2_m10_40_pT5_CVetoBVeto,e8379,7896.1,0.3254674,1.0,38497000.0,905946785318945.2,4.4941710899802475e+22,Z->ee,Sherpa,"['NLO', 'SM', 'Z', 'electron', 'jets']","Sherpa Z/gamma* -> ee + 0,1,2j@NLO + 3,4,5j@LO & 10<mZ<40 GeV with light-jet filter taking input from existing unfiltered input file.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700469/mc.Sh_2211_Zee_maxHTpTV2_m10_40_pT5_CVetoBVeto.py
700470,Sh_2211_Zmumu_maxHTpTV2_m10_40_pT5_BFilter,e8379,7897.4,0.0018794,1.0,667000.0,1441748608838.625,5.451824466485759e+19,Z->mumu,Sherpa,"['NLO', 'SM', 'Z', 'jets', 'muon']","Sherpa Z/gamma* -> mumu + 0,1,2j@NLO + 3,4,5j@LO & 10<mZ<40 GeV with b-jet filter taking input from existing unfiltered input file.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700470/mc.Sh_2211_Zmumu_maxHTpTV2_m10_40_pT5_BFilter.py
700471,Sh_2211_Zmumu_maxHTpTV2_m10_40_pT5_CFilterBVeto,e8379,7897.3,0.0397638,1.0,3676000.0,34292460959926.734,1.584745555132056e+21,Z->mumu,Sherpa,"['NLO', 'SM', 'Z', 'jets', 'muon']","Sherpa Z/gamma* -> mumu + 0,1,2j@NLO + 3,4,5j@LO & 10<mZ<40 GeV with c-jet filter taking input from existing unfiltered input file.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700471/mc.Sh_2211_Zmumu_maxHTpTV2_m10_40_pT5_CFilterBVeto.py
700472,Sh_2211_Zmumu_maxHTpTV2_m10_40_pT5_CVetoBVeto,e8379,7896.3,0.2732664,1.0,38529000.0,866334893817096.0,4.056668852265926e+22,Z->mumu,Sherpa,"['NLO', 'SM', 'Z', 'jets', 'muon']","Sherpa Z/gamma* -> mumu + 0,1,2j@NLO + 3,4,5j@LO & 10<mZ<40 GeV with light-jet filter taking input from existing unfiltered input file.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700472/mc.Sh_2211_Zmumu_maxHTpTV2_m10_40_pT5_CVetoBVeto.py
700488,Sh_2211_WlvWqq,e8338,109.28,0.4384892,1.0,3531000.0,983201922502.4635,8.945159871163804e+17,WW semilep,Sherpa(v.2.2.11p3),"['1lepton', 'NLO', 'SM', 'WW', 'quark']","W(->qq)W(->lv) with 0,1j@NLO + 2,3j@LO.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700488/mc.Sh_2211_WlvWqq.py
700489,Sh_2211_WlvZqq,e8338,8.5822,1.0,1.0,665000.0,18287424810.758293,1741054193845409.0,WZ single lep,Sherpa(v.2.2.11p3),"['1lepton', 'SM', 'WZ', 'jets', 'quark']","Sherpa W(->lv)Z(->qq) with 0,1j@NLO + 2,3j@LO.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700489/mc.Sh_2211_WlvZqq.py
700490,Sh_2211_WlvZbb,e8338,2.4126,1.0,1.0,200000.0,1549026449.1832595,41359733032193.2,WZ lep bb,Sherpa(v.2.2.11p3),"['1lepton', 'SM', 'WZ', 'bbbar', 'jets']","Sherpa W(->lv)Z(->bb) with 0,1j@NLO + 2,3j@LO",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700490/mc.Sh_2211_WlvZbb.py
700491,Sh_2211_WqqZvv,e8338,6.5437,1.0,1.0,529000.0,11100744844.063864,819739602288509.5,WZ qq nunu,Sherpa(v.2.2.11p3),"['SM', 'WZ', 'jets', 'neutrino', 'quark']","Sherpa W(->qq')Z(->vv) with 0,1j@NLO + 2,3j@LO.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700491/mc.Sh_2211_WqqZvv.py
700492,Sh_2211_WqqZll,e8338,3.3048,1.0,1.0,240000.0,2547536071.977257,94020683101063.56,WZ qq dilep,Sherpa(v.2.2.11p3),"['2lepton', 'SM', 'WZ', 'jets', 'quark']","Sherpa W(->qq')Z(->ll) with 0,1j@NLO + 2,3j@LO.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700492/mc.Sh_2211_WqqZll.py
700493,Sh_2211_ZqqZll,e8338,6.3016,0.2634087,1.0,200000.0,4818490568.760571,390994847978095.4,ZZ qq dilep,Sherpa(v.2.2.11p3),"['2lepton', 'SM', 'ZZ', 'bbbar', 'jets']","Sherpa Z(->qq)Z(->ll) with 0,1j@NLO + 2,3j@LO",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700493/mc.Sh_2211_ZqqZll.py
700494,Sh_2211_ZbbZll,e8338,0.97459,0.4790372,1.0,170000.0,637236716.2125969,7769702754827.269,ZZ bb dilep,Sherpa(v.2.2.11p3),"['2lepton', 'SM', 'ZZ', 'bbbar', 'jets']","Sherpa Z(->bb)Z(->ll) with 0,1j@NLO + 2,3j@LO",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700494/mc.Sh_2211_ZbbZll.py
700495,Sh_2211_ZqqZvv,e8338,8.3576,0.392694,1.0,300000.0,9652046356.480347,1027942544874953.8,ZZ qq nunu,Sherpa(v.2.2.11p3),"['SM', 'ZZ', 'jets', 'neutrino', 'quark']","Sherpa Z(->qq)Z(->vv) with 0,1j@NLO + 2,3j@LO",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700495/mc.Sh_2211_ZqqZvv.py
700496,Sh_2211_ZbbZvv,e8338,1.8775,0.4911709,1.0,100000.0,721182183.7428799,17454471969640.049,ZZ bb nunu,Sherpa(v.2.2.11p3),"['SM', 'ZZ', 'bbbar', 'jets', 'neutrino']","Sherpa Z(->bb)Z(->vv) with  0,1j@NLO + 2,3j@LO",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700496/mc.Sh_2211_ZbbZvv.py
700507,Sh_2211_pTW140_Wqqgamma,e8338,0.68358,1.0,1.0,130000.0,1217607401.0317879,49504003356079.21,W+photon W->qq,Sherpa(v.2.2.11p3),"['NLO', 'SM', 'W', 'photon', 'quark']","Sherpa W(qq)+gamma + 0,1j@NLO + 2,3j@LO with pT_y>140 GeV, pT_W>140 GeV",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700507/mc.Sh_2211_pTW140_Wqqgamma.py
700587,Sh_2212_lllljj,e8433,0.01151,1.0,1.0,99000.0,361520906.3249512,1898651772419.0398,VV->llll+jj,Sherpa(v.2.2.12.f290b9),"['4lepton', 'SM', 'VBS', 'diboson', 'triboson']","Electroweak lllljj+0,1j@LO including triboson-like diagrams.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700587/mc.Sh_2212_lllljj.py
700588,Sh_2212_lllvjj,e8433,0.048453,1.0,1.0,40000.0,628408800.7587891,13836306856147.592,VV/VVV->lllnu+jj,Sherpa(v.2.2.12.f290b9),"['3lepton', 'SM', 'VBS', 'diboson', 'triboson']","Electroweak lllvjj+0,1j@LO including triboson-like diagrams.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700588/mc.Sh_2212_lllvjj.py
700589,Sh_2212_llvvjj_os,e8433,0.19336,1.0,1.0,50000.0,401865634.77441406,3312089332441.6016,VV->llnunu+jets,Sherpa(v.2.2.12.f290b9),"['2lepton', 'SM', 'VBS', 'diboson', 'triboson']","Electroweak opposite-sign llvvjj+0,1j@LO including triboson-like diagrams.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700589/mc.Sh_2212_llvvjj_os.py
700590,Sh_2212_llvvjj_ss,e8433,0.045598,1.0,1.0,97000.0,360914661.53686523,1410287309443.701,VV->llnunu+jets (same-sign leptons),Sherpa(v.2.2.12.f290b9),"['2lepton', 'SM', 'VBS', 'diboson', 'jets', 'triboson']","Electroweak same-sign llvvjj + 0,1j@LO including triboson-like diagrams.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700590/mc.Sh_2212_llvvjj_ss.py
700591,Sh_2212_lllljj_Int,e8433,0.0023142,1.0,1.0,19980.0,2680690.4782714844,266825868170.6848,VV->llll+jj (interference),Sherpa(v.2.2.12.f290b9),"['4lepton', 'SM', 'VBS', 'diboson']","Interference terms for QCD-electroweak lllljj+0,1j@LO.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700591/mc.Sh_2212_lllljj_Int.py
700592,Sh_2212_lllvjj_Int,e8433,0.0077437,1.0,1.0,19990.0,6349754.002441406,818484715804.2573,VV/VVV->llnu+jj (interference),Sherpa(v.2.2.12.f290b9),"['3lepton', 'SM', 'VBS', 'diboson']","Interference terms for QCD-electroweak lllvjj+0,1j@LO.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700592/mc.Sh_2212_lllvjj_Int.py
700593,Sh_2212_llvvjj_os_Int,e8433,0.0063366,1.0,1.0,20000.0,376959.62411499023,1606110029.8897521,VV/VVV->llnunu+jets interference terms,Sherpa(v.2.2.12.f290b9),"['2lepton', 'SM', 'VBS', 'diboson']","Interference terms for QCD-electroweak opposite-sign llvvjj+0,1j@LO.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700593/mc.Sh_2212_llvvjj_os_Int.py
700594,Sh_2212_llvvjj_ss_Int,e8433,0.0033375,1.0,1.0,20000.0,705897.5525817871,355170911.81152654,VV/VVV->llnunu+jets interference terms,Sherpa(v.2.2.12.f290b9),"['2lepton', 'SM', 'VBS', 'diboson']","Interference terms for QCD-electroweak same-sign llvvjj+0,1j@LO.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700594/mc.Sh_2212_llvvjj_ss_Int.py
700600,Sh_2212_llll,e8433,1.2974,1.0,1.0,250000.0,8900161062.01826,732258484286478.2,VV->llll,Sherpa(v.2.2.12.f290b9),"['4lepton', 'NLO', 'SM', 'diboson', 'jets']","4 charged leptons with 0,1j@NLO + 2,3j@LO and mll>4GeV, pTl1>5 GeV, pTl2>5 GeV.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700600/mc.Sh_2212_llll.py
700601,Sh_2212_lllv,e8433,4.661,1.0,1.0,433000.0,73236556201.67273,3.586932793917845e+16,VV->lllnu,Sherpa(v.2.2.12.f290b9),"['3lepton', 'NLO', 'SM', 'diboson', 'jets', 'neutrino']","3 charged leptons + neutrino with 0,1j@NLO + 2,3j@LO and mll>4GeV, pTl1>5 GeV, pTl2>5 GeV.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700601/mc.Sh_2212_lllv.py
700602,Sh_2212_llvv_os,e8433,12.079,1.0,1.0,900000.0,213218033453.56433,1.51167341602775e+17,VV->llnunu,Sherpa(v.2.2.12.f290b9),"['2lepton', 'NLO', 'SM', 'diboson', 'jets', 'neutrino']","2 oppositely charged leptons + 2 neutrinos with 0,1j@NLO + 2,3j@LO and mll>4GeV, pTl1>5 GeV, pTl2>5 GeV.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700602/mc.Sh_2212_llvv_os.py
700603,Sh_2212_llvv_ss,e8433,0.022206,1.0,1.0,120000.0,24370672.496002197,5004697526.908705,VV->llnunu (same-sign leptons),Sherpa(v.2.2.12.f290b9),"['2lepton', 'NLO', 'SM', 'diboson', 'jets', 'neutrino']","2 same-charged leptons + 2 neutrinos with 0,1j@LO and pTl1>5 GeV, pTl2>5 GeV.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700603/mc.Sh_2212_llvv_ss.py
700604,Sh_2212_lvvv,e8433,3.1081,1.0,1.0,300000.0,29086477375.9328,9480079393623284.0,VV->lnununu,Sherpa(v.2.2.12.f290b9),"['NLO', 'SM', 'diboson', 'jets', 'lepton', 'neutrino']","1 charged lepton + 3 neutrinos with 0,1j@NLO + 2,3j@LO and pTl1>5 GeV, pTl2>5 GeV.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700604/mc.Sh_2212_lvvv.py
700605,Sh_2212_vvvv,e8433,0.57762,1.0,1.0,150000.0,1553502483.1518478,46835676439895.95,VV->nunununu,Sherpa(v.2.2.12.f290b9),"['NLO', 'SM', 'diboson', 'jets', 'neutrino']","4 neutrinos with 0,1j@NLO + 2,3j@LO.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700605/mc.Sh_2212_vvvv.py
700709,Sh_2212_lvgammajj,e8433,1.781,1.0,1.0,150000.0,9186208607.613281,568110790612996.9,lnu+photon+jets,Sherpa(v.2.2.12.f290b9),"['SM', 'VBS', 'diboson', 'lepton', 'photon']","Electroweak lvgammajj+0,1j@LO including triboson-like diagrams.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700709/mc.Sh_2212_lvgammajj.py
700710,Sh_2212_llgammajj,e8433,0.32092,1.0,1.0,230000.0,9731987946.027344,455158431278996.44,ll+photon+jets,Sherpa(v.2.2.12.f290b9),"['SM', 'VBS', 'diboson', 'lepton', 'photon']","Electroweak llgammajj+0,1j@LO including triboson-like diagrams.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700710/mc.Sh_2212_llgammajj.py
700792,Sh_2214_Ztautau_maxHTpTV2_BFilter,e8527,2239.7,0.02486629,1.0,4160000.0,13862307341623.393,8.898711533268354e+20,Z->tautau with b-quarks,Sherpa,"['2lepton', '2tau', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> tau tau + 0,1,2j@NLO + 3,4,5j@LO with b-jet filter taking input from existing unfiltered input file.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700792/mc.Sh_2214_Ztautau_maxHTpTV2_BFilter.py
700793,Sh_2214_Ztautau_maxHTpTV2_CFilterBVeto,e8527,2239.6,0.129149,1.0,21000000.0,150854288562168.22,1.1335779627017056e+22,Z->tautau with c-quarks,Sherpa,"['2lepton', '2tau', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> tau tau + 0,1,2j@NLO + 3,4,5j@LO with c-jet filter taking input from existing unfiltered input file.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700793/mc.Sh_2214_Ztautau_maxHTpTV2_CFilterBVeto.py
700794,Sh_2214_Ztautau_maxHTpTV2_CVetoBVeto,e8527,2239.6,0.845961,1.0,50055000.0,721456451073821.5,5.896472607444247e+22,Z->tautau without b- or c-quarks,Sherpa,"['2lepton', '2tau', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> tau tau + 0,1,2j@NLO + 3,4,5j@LO with light-jet filter taking input from existing unfiltered input file.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700794/mc.Sh_2214_Ztautau_maxHTpTV2_CVetoBVeto.py
700843,Sh_2214_Wqq_ptW_200_ECMS,e8536,143.21,1.0,1.0,9970000.0,16705846831650.238,3.2824280058623754e+20,W -> qq',Sherpa(v.2.2.14.atlas),"['SM', 'W', 'jets']",Sherpa W -> qq' + 1-2j@NLO + 3-5j@LO with pTV > 200 GeV.,https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700843/mc.Sh_2214_Wqq_ptW_200_ECMS.py
700849,Sh_2214_Zqq_ptZ_200_ECMS,e8536,47.467,1.0,1.0,3480000.0,1558654786101.9011,7.701406788180655e+18,Z -> qq,Sherpa(v.2.2.14.atlas),"['SM', 'Z', 'jets']","Sherpa Z -> qq + 1,2j@NLO + 3-5j@LO with pTV > 200 GeV.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700849/mc.Sh_2214_Zqq_ptZ_200_ECMS.py
700855,Sh_2214_Zbb_ptZ_200_ECMS,e8536,13.354,1.0,1.0,1050000.0,131654069150.8335,1.864660658634489e+17,Z -> bb,Sherpa(v.2.2.14.atlas),"['SM', 'Z', 'jets']","Sherpa Z -> bb + 1,2j@NLO + 3-5j@LO with pTV > 200 GeV.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700855/mc.Sh_2214_Zbb_ptZ_200_ECMS.py
700901,Sh_2214_Ztt_maxHTpTV2_Mll10_40_BFilter,e8536,4106.6,0.004162053,1.0,1320000.0,3056617370959.5034,1.0472141105204753e+20,Low mass Z*->tautau with b-quarks,Sherpa,"['NLO', 'SM', 'Z', 'jets', 'tau']","Sherpa Z/gamma* -> tautau + 0,1,2j@NLO + 3,4,5j@LO & 10<mZ<40 GeV with b-jet filter taking input from existing unfiltered input file.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700901/mc.Sh_2214_Ztt_maxHTpTV2_Mll10_40_BFilter.py
700902,Sh_2214_Ztt_maxHTpTV2_Mll10_40_CFilterBVeto,e8536,4106.6,0.09467037,1.0,10512000.0,105586057002044.61,4.2759420602081477e+21,Low mass Z*->tautau with c-quarks,Sherpa,"['NLO', 'SM', 'Z', 'jets', 'tau']","Sherpa Z/gamma* -> tautau + 0,1,2j@NLO + 3,4,5j@LO & 10<mZ<40 GeV with c-jet filter taking input from existing unfiltered input file.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700902/mc.Sh_2214_Ztt_maxHTpTV2_Mll10_40_CFilterBVeto.py
700903,Sh_2214_Ztt_maxHTpTV2_Mll10_40_CVetoBVeto,e8536,4106.6,0.9011938,1.0,38814000.0,888106002765188.0,3.607690158843471e+22,Low mass Z*->tautau no c- or b-quarks,Sherpa,"['NLO', 'SM', 'Z', 'jets', 'tau']","Sherpa Z/gamma* -> tautau + 0,1,2j@NLO + 3,4,5j@LO & 10<mZ<40 GeV with light-jet filter taking input from existing unfiltered input file.",https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700903/mc.Sh_2214_Ztt_maxHTpTV2_Mll10_40_CVetoBVeto.py
